titulo	direccion	precio	Baños	Piso de duela	Armarios empotrados	Roof Garden	Totalmente cercado	Estacionamientos	Estacionamiento techado	Construidos (m²)	Nivel	Mantenimiento	Habitaciones (en total)	Superficie construida (m²)	Amueblado	Recámaras	Jardín	Internet de banda ancha disponible	Estacionamiento vigilado	Calefacción	Disponible desde	Balcón	Acceso a TV de paga	Patio	Garaje	Jacuzzi	Estudio	Piso de loseta	Sistema de alarma	Cancha de tenis	Cocina Equipada	Cuarto de servicio	Gimnasio	Estacionamiento abierto	Área de juegos infantiles	Construido (Año)	Aire acondicionado	Condiciones de Precio	Terraza	Área de entretenimiento al aire libre	Estacionamiento para Visitas	Intercomunicador	Chimenea	Terreno (m²)	Alberca
Casa en Venta en San Nicolas cerca de CITADEL	Paseo de los Angeles, San Nicolás de los Garza	$ 1,970,000															3			120	3															206						
CASA EN SAN NICOLAS DE LOS GARZA NO CRÉDITOS REMATE BANCARIO	Hacienda los Morales, San Nicolás de los Garza	$ 885,000															2			140	3									2						120						
Casa en Héroes de México, San Nicolás de los Garzas, NL.	Héroes de México, San Nicolás de los Garza	$ 530,000		True		True	No		True	True	True						2			100	3		True				30/11/22			1						140		True				
CASA EN VENTA REMATE BANCARIO SAN NICOLAS DE LOS GARZA, NL, HACIENDA LOS MORALES	Hacienda los Morales, San Nicolás de los Garza	$ 885,000														True	1.5			105	3		True		True					2						190		True	True	True		
Casa en Venta en Jardines de Casa Blanca 2do Sect	Jardines de Casa Blanca, San Nicolás de los Garza	$ 1,135,000															2			150	3									2						125						
GRAN VENTA DE CASA EN NUEVO LEÓN ( NO SÉ ACEPTA NINGÚN TIPO DE CRÉDITO)	Santo Domingo, San Nicolás de los Garza	$ 918,050			True				True				5				2			105	3									1						120						
CASA EN VENTA EN REAL ANAHUAC SAN NICOLAS DE LOS GARZA NUEVO LEON	Real Anáhuac, San Nicolás de los Garza	$ 1,184,496												True	True		3			120	4		True	True	True					2						180						
AS1-CASA USO COMERCIAL VENTA  RECUPERACION BANCARIA FRACC LAS PUENTES SAN NICOL	Las Puentes, San Nicolás de los Garza	$ 1,109,963															4			196	5									1						196						
Casa en Venta en Hacienda de Santo Domingo	Hacienda de Santo Domingo, San Nicolás de los Garza	$ 1,900,000															1			72	2															110						
Casa - San Nicolás de los Garza	San Nicolás de los Garza Centro, San Nicolás de los Garza	$ 4,250,000															2			276	2															160						
CASA DE RECUPERACION BANCARIA CALLE 5 Col. Villazul, San Nicolás de los Garza,N.	Villazul, San Nicolás de los Garza	$ 912,341				True	No		True		True						1	True		150	2			True	True		01/11/22			2					True	120			True	True		
Casa en Apodaca	San Nicolás de los Garza Centro, San Nicolás de los Garza	$ 1,900,000																		109																209						
433019 CASA EN VENTA EN COL. JARDINES DE CASA BLANCA EN SAN NICOLAS DE LOS GARZA	Jardines de Casa Blanca, San Nicolás de los Garza	$ 3,490,000															2			210	3									2						283						
Casa en Venta, San Nicolás de los Garza, Nuevo León	Vicente Guerrero (fomerrey 46), San Nicolás de los Garza	$ 1,800,000															3			150										3						150						
Casa a 7 cuadras de nogalar	Nogalar, San Nicolás de los Garza	$ 5,500,000												True	True	True	2			375	3						20/01/20			4						165		True	True			
Casa en venta Residencial Anáhuac, San Nicolás de los Garza	Anáhuac, San Nicolás de los Garza	$ 19,200,000															6			375	3							2017		2						412						
CASA EN VENTA EN SAN NICOLAS	Arboledas de San Jorge, San Nicolás de los Garza	$ 7,300,000															6																									
CASA EN RIO SAN FERNANDO, VILLAS DE CASA BLANCA, NICOLAS DE LOS GARZA, NL	Villas de Casa Blanca, San Nicolás de los Garza	$ 687,312		True		True											2			120	3		True							1						120						
CAB Casa en Venta Recuperación de Cartera J.De Casa Blanca SN Garza N.L	Jardines de Casa Blanca, San Nicolás de los Garza	$ 1,045,000					No										2			150	3									2						125						
Casa en venta en San Nicolas	San Nicolás de los Garza Centro, San Nicolás de los Garza	$ 4,760,000															2			272	3									3						168						
Casa en venta Calzada Unión, San Nicolás de los Garza	Laureles, San Nicolás de los Garza	$ 4,100,000															1			119	2							1980		2						200						
Casa en Venta, Balcones de Santo Domingo, San Nicolas	Balcones de Santo Domingo, San Nicolás de los Garza	$ 1,980,000															3			90	3									2						180						
Hércules, Real de Anáhuac, 66446 San Nicolás de los Garza, Nuevo León.	Real Anáhuac, San Nicolás de los Garza	$ 1,184,496															1			120	2				True					2			True			110		True	True	True		
CASA EN VENTA EN RIO SAN FERNANDO VILLAS DE CASA BLANCA SAN NICOLAS DE LOS GARZA	Villas de Casa Blanca, San Nicolás de los Garza	$ 871,124					No										2			80	3									1						110						
Casa Albaterra Reaidencial sector Terramar, San Nicolás de los Garza.	Jardines Del Mezquital, San Nicolás de los Garza	$ 2,850,000					No										3			112	3									2						158						
CASA EN VENTA ALCATRACES RESIDENCIAL SAN NICOLÁS DE LOS GARZA N.L.	San Nicolás de los Garza	$ 4,150,000				True	No		True					True	True		4			127	3	True								2						191			True			
Casa en Venta en El Refugio Sector 1	El Refugio Sect 1, San Nicolás de los Garza	$ 1,650,000															2			144	4									2						201						
360859-CASA EN VENTA EN COL. SANTA MARIA EN SAN NICOLAS DE LOS GARZA	Santa Maria, San Nicolás de los Garza	$ 2,650,000															2			199																134						
CASA EN VENTA EN HERCULES  Real Anáhuac San Nicolás de los Garza	Real Anáhuac, San Nicolás de los Garza	$ 1,184,496															2			120	3									2						160						
CasasenVentaenSan Nicolás de los Garza Centro	San Nicolás de los Garza Centro, San Nicolás de los Garza	$ 3,350,000															1			353	3															141						
CASA EN VENTA EN RIO NILO Villas de Oriente Sector 2 San Nicolas	Villas de Oriente, San Nicolás de los Garza	$ 2,048,550															2			110	3									2						150						
CASA EN VENTA EN CONSTITUYENTES DE QUERETARO, SAN NICOLAS DE LOS GARZA, NL REMAT	Constituyentes de Queretaro Sect 1, San Nicolás de los Garza	$ 355,994					No							True	True		2.5			100	4			True	True					2						160						
CASA DE RECUPERACION BANCARIA Antonio Belan  Col. FOMERREY 34, San Nicolás de lo	Santo Domingo, San Nicolás de los Garza	$ 846,952				True	No				True						1	True		130	3			True	True		01/11/22			1						150			True	True		
AS1-CASA VENTA RECUPERACION BANCARIASIERRA DEL FRAILE#FRACC LAS PUENTESSAN	Las Puentes, San Nicolás de los Garza	$ 1,109,963															2			200	3									2						200						
Casa - Centro de Desarrollo Comunitario CEDECO	San Nicolás de los Garza Centro, San Nicolás de los Garza	$ 5,300,000															2			482	3															227						
Casa - Residencial AnAhuac Zona Norte	Residencial Anáhuac, San Nicolás de los Garza	$ 19,200,000															5			375	3															412						
GS VENTA HÉRCULES 126 REAL ANAHUAC SAN NICOLAS DE LOS  GARZA NVO. LEÓN R.B.	Real Anáhuac, San Nicolás de los Garza	$ 1,149,496															2			118	3									1						100						
CASA EN REMATE BANCARIO, JARDINES DE CASA BLANCA, SAN NICOLAS DE LOS GARZA N.L	Jardines de Casa Blanca, San Nicolás de los Garza	$ 1,153,434															3			150	4									1						200						
Casa en venta en Anáhuac, San Nicolás	Anáhuac, San Nicolás de los Garza	$ 19,200,000															5			375	3									2						412						
Casa en Venta en Valle de San Carlos	Valle de San Carlos, San Nicolás de los Garza	$ 1,700,000															1			118	2									2						109						
"FFS CASA EN VENTA TORRES DE SANTO DOMINGO SAN NICOLÁS DE LOS GARZA	NUEVO LEÓN"	Torres de Santo Domingo, San Nicolás de los Garza	$ 544,490					No										1			105	2									1						100						
VENTA DE CASA SAN NICOLAS	Villa Universidad, San Nicolás de los Garza	$ 3,900,000															2			180	5									2						200						
Casa en Venta en Valle del Mezquital	San Nicolás de los Garza Centro, San Nicolás de los Garza	$ 1,350,000															2			105	5															178						
CasasenVentaenRoble San Nicolás	Roble San Nicolás, San Nicolás de los Garza	$ 2,750,000															3			207	4															324						
Casa en Venta en Colinas de Anáhuac	Colinas de Anahuac, San Nicolás de los Garza	$ 1,008,500															2			120	3									2						178						
INCREIBLE CASA EN REAL DE ANAHUAC, NUEVO LEON. NO SE ACEPTAN CREDITOS	Real Anáhuac, San Nicolás de los Garza	$ 1,184,496							True		True						2			70	3									1						135			True			
379799- CASA EN VENTA EN SAN NICOLAS DE LOS GARZA NUEVO LEON	Bosques Del Roble, San Nicolás de los Garza	$ 1,900,000															5			167	5									2						200						
CASA EN VENTA EN Cuba  de Casa Blanca San Nicolás de los Garza,	Villas de Casa Blanca, San Nicolás de los Garza	$ 350,656											3				1			90	2									1						100						
CASA EN VENTA REAL ANAHUAC SAN NICOLAS DE LOS GARZA NUEVO LEON	Real Anáhuac, San Nicolás de los Garza	$ 1,277,670		True		True	No		True							True	2			110	3			True	True					2					True	150		True	True			
CAB Recuperación de Cartera,Residencial las Villas,San Nic.de los Garza.N.L	Las Villas, San Nicolás de los Garza	$ 366,089					No										2			80	2															80						
LIT, Río San Fernando, Villas de Casa Blanca,San Nicolás de los Garza,Nuevo León	Villas de Casa Blanca, San Nicolás de los Garza	$ 871,124		True		True	No	True	True		True						1.5	True	True	125	3	True	True			True				1		True	True			250		True	True	True		
CASA EN PREVENTA EN ZONA ANAHUAC	Anáhuac, San Nicolás de los Garza	$ 16,900,000															4			280	3									2						460						
Casa en venta Anáhuac, San Nicolás de los Garza	Anáhuac, San Nicolás de los Garza	$ 30,400,000															4			1085	4									2						1135						
Casa en venta en  Las Puentes, San Nicolás	Las Puentes Sect 1, San Nicolás de los Garza	$ 2,884,000															2			200	4									1						180						
CASA HERMOSA EN PORTAL DE CUMBRES, MONTERREY	Portal Del Roble, San Nicolás de los Garza	$ 1,182,450		True	True	True		True	True		True						3	True	True	100	3	True	True	True		True			True	2		True	True		True	250				True		
CASA EN VENTA LOMAS DEL ROBLE SAN NICOLAS DE LOS GARZA	Lomas Del Roble, San Nicolás de los Garza	$ 7,600,000															6			377	4															477						
BONITA CASA EN NICOLAS DE LOS GARZA, NUEVO LEON	Colinas de Anahuac, San Nicolás de los Garza	$ 1,008,500					No		True		True						1	True		85	3	True							True	1						120		True	True			
Casa en Venta en Anáhuac	Anáhuac, San Nicolás de los Garza	$ 13,500,000															3			442	3									2						492						
MP-CASA USO COMERCIAL VENTA  RECUPERACION BANCARIA FRACC LAS PUENTES SAN NICOLAS	San Nicolás de los Garza	$ 1,109,963					No										4			196	5									1						196						
Casa en Venta en Carmen Romano de Lopez Portillo (fomerrey 27)	Carmen Romano de Lopez Portillo (fomerrey 27), San Nicolás de los Garza	$ 1,900,000															3			160	8									1						232						
Casa en venta Col. Central, San Nicolás de los Garza	Chapultepec, San Nicolás de los Garza	$ 14,000,000															3			682	5							1992		3						453						
GS VENTA DE CASA REMATE BANCARIO CALLE 3 VILLAZUL SAN NICOLAS DE LOS GARZA N. L	Villa Luz, San Nicolás de los Garza	$ 2,539,000															3			201	4									2						163						
Casa en Venta, Fracc. La Gloria, San Nicolás	La Gloria, San Nicolás de los Garza	$ 2,200,000																		400																						
REMATO Casa - El Refugio	El Refugio Sect 1, San Nicolás de los Garza	$ 1,221,912															1				3																					
CASA EN VENTA EN HERCULES REAL ANAHUAC SAN NICOLAS DE LOS GARZA NUEVO LEON	Real Anáhuac, San Nicolás de los Garza	$ 1,184,496											5				2			100	3									1						150						
CASA EN VENTA EN URBI QUINTA MONTECARLO, SAN NICOLAS DE LOS GARZA, NUEVO LEON	Quinta Montecarlo, San Nicolás de los Garza	$ 3,248,000					No							True	True		3.5			220	4			True	True					2						240						
CASA EN VENTA EN EL REFUGIO, SAN NICOLAS DE LOS GARZA, NUEVO LEON REMATE BANCARI	El Refugio Sect 1, San Nicolás de los Garza	$ 1,181,912					No							True	True		3			160	4			True	True					1						180						
CASA EN VENTA EN URBI QUINTA MONTECARLO, SAN NICOLAS DE LOS GARZA, NL REMATE BAN	Quinta Montecarlo, San Nicolás de los Garza	$ 3,248,000					No							True	True		3.5			220	4			True	True					2						240						
Propiedad en Venta Colonia Anáhuac	Anáhuac, San Nicolás de los Garza	$ 30,400,000																		1085																1135						
Casa Alcatraces, San Nicolás	San Nicolás de los Garza Centro, San Nicolás de los Garza	$ 3,900,000															4			130	4															314						
Casa en los Nogales San Nicolás	Los Nogales, San Nicolás de los Garza	$ 2,500,000											3				1			144	2				True		21/01/20			1						88		True				
Casa en venta en Lomas del Roble, San Nicolás	Lomas Del Roble, San Nicolás de los Garza	$ 7,790,000															4			320	4									2						410						
Casa venta en Centro de San Nicolas	San Nicolás de los Garza Centro, San Nicolás de los Garza	$ 7,200,000															3			696	4															228						
Casa en Venta en Balcones de Santo Domingo	Balcones de Santo Domingo, San Nicolás de los Garza	$ 1,950,000															2			90	2									1						132						
Casa en Venta en Real de Anahuac, San Nicolas de Los Garza Nl	Real Anáhuac, San Nicolás de los Garza	$ 1,294,496					No										2			140	4		True		True					2					True	200		True				
JUAN M FARIAS 518 A CONSTITUYENTES DE QUERETARO SECT 1 NUEVO LEON SAN NICOLAS DE	Constituyentes de Queretaro Sect 1, San Nicolás de los Garza	$ 355,995		True		True								True		True	2			140	3				True											140		True		True		
VENTA DE CASA EN REAL DE ANAHUAC, SAN NICOLÁS DE LOS GARZA NUEVO LEON.	Real Anáhuac, San Nicolás de los Garza	$ 1,184,496					No		True		True						2			70	3									1						135			True			
CasasenVentaenEl Roble	El Roble, San Nicolás de los Garza	$ 4,500,000															4			180	6															240						
Casa en Venta en Colinas de Anáhuac	Colinas de Anahuac, San Nicolás de los Garza	$ 1,008,500															2			120	3									2						160						
Casa en Venta en Jardines de Casa Blanca	Jardines de Casa Blanca, San Nicolás de los Garza	$ 1,200,000															3			105	4									2						154						
CASA EN VENTA EN COLONIA ANAHUAC, SAN NICOLAS DE LOS GARZA, NUEVO LEÓN,	Anáhuac, San Nicolás de los Garza	$ 9,000,000				True											2.5			382	3									5						288						
EXCELENTE VENTA DE CASA EN NUEVO LEÓN, NO SÉ ACEPTAN CRÉDITOS.	Real Anáhuac, San Nicolás de los Garza	$ 1,184,496							True								1			120	3		True							1						120			True			
EXCELENTE CASA EN EL REFUGIO, NUEVO LEON. NO SE ACEPTAN CREDITOS	El Refugio Sect 1, San Nicolás de los Garza	$ 1,181,912							True		True						2			200	3									1						100			True			
CASA EN VENTA EN RETAMA VIVENZA SAN NICOLAS DE LOS GARZA NUEVO LEON	San Nicolás de los Garza	$ 2,616,151															2			120	3									2						180						
Venta de Casa en Nochebuena Industrias del Vidrio Oriente Jalisco	Industrial los Parques, San Nicolás de los Garza	$ 833,850															1			70	2									1						70						
CASA EN REMATE BANCARIO, FRACC LAS PUENTES, SAN NICOLAS DE LOS GARZA.	Las Puentes, San Nicolás de los Garza	$ 1,019,963		True		True			True	True							4			200	4	True	True							2						280						
Casa VENTA colonia Anahuac	Anáhuac, San Nicolás de los Garza	$ 12,000,000															2			400	3							2000								600						
VENTA DE QUINTA URBANA, SAN NICOLAS GARZA GARCIA, NL (ATENCION INVERSIONISTAS)	Tacuba, San Nicolás de los Garza	$ 4,200,000															2			498																286						
A2 GRAN REMATE BANCARIO DE CASA, FRACC. LOS LAURELES, SAN NICOLAS DE LOS GZA. NL	Laureles, San Nicolás de los Garza	$ 382,948					No										1			80	2						25/11/22			1						120						
A2*CASA EN REMATE BANCARIO,FRACC. LAS PUENTES 8 SECCTOR,SAN NICOLAS DE LOS G, NL	Las Puentes Sect 8, San Nicolás de los Garza	$ 989,281					No										2			170	3						08/02/23			2						180						
CASA EN VENTA EN HEROES DE MEXICO, SAN NICOLAS DE LOS GARZA, NUEVO LEON REMATE B	Héroes de México, San Nicolás de los Garza	$ 711,672					No										4			150	4			True	True					2						320						
CASA EN EL REFUGIO 1ER SECTOR FDC 10	El Refugio Sect 1, San Nicolás de los Garza	$ 1,232,103															2			110	3									2						110						
CASA EN VENTA SAN NICOLAS DE LOS GARZA COL JARDINES DE CASA BLANCA, REMATE!!	Jardines de Casa Blanca, San Nicolás de los Garza	$ 940,000		True		True			True	True							2			120	3	True	True							2						160		True				
RV BONITA CASA EN REMATE, COL. REAL DE ANÁHUAC, SAN NICOLÁS DE LOS GARZA N.L	Real Anáhuac, San Nicolás de los Garza	$ 1,170,000					No										2			130	3									2						130						
Casa en venta Residencial Anáhuac, San Nicolás de los Garza	Residencial Anáhuac, San Nicolás de los Garza	$ 6,540,000															2			278	3							1980		2						556						
Casa en venta en Anáhuac, San Nicolás	Anáhuac, San Nicolás de los Garza	$ 16,800,000															5			390	3									3						500						
SE REMATA CASA EN SAN NICOLAS DE LOS GARZA N.L bx-40	Villas de Casa Blanca, San Nicolás de los Garza	$ 687,000					No										2			130	3									1						180						
Casa en venta Ancestra, San Nicolás de los Garza	Anáhuac, San Nicolás de los Garza	$ 8,900,000															5			202	3							2015		2						346						
Casa en Venta en Valle de las Flores, San Nicolas de los Garza	Valle de las Flores, San Nicolás de los Garza	$ 2,950,000															3			179	4															281						
Casa en venta Potrero Anáhuac, San Nicolás de los Garza	Potrero Anáhuac, San Nicolás de los Garza	$ 7,300,000															4			300	5							2000		2						400						
CasasenVentaenSan Nicolás de los Garza Centro	San Nicolás de los Garza Centro, San Nicolás de los Garza	$ 10,000,000															1			1034	1															612						
AS1CASA VENTA RECUPERACION BANCARIACALLE GUASIMA   #JARDINES DE CASA BLASAN-	Jardines de Casa Blanca, San Nicolás de los Garza	$ 1,153,434															2			130	3									2						130						
LIT., Río San Fernando,Villas de Casa Blanca,San Nicolás de los Garza,Nuevo León	Villas de Casa Blanca, San Nicolás de los Garza	$ 871,124				True	No		True		True						1.5	True	True	125	3	True	True			True				1		True	True			250		True	True	True		
Casa en venta Anáhuac, San Nicolás de los Garza	Anáhuac, San Nicolás de los Garza	$ 8,000,000															6			260	6							1972		1						364						
LG JAR VENTA DE CASA EN REAL ANAHUAC SAN NICOLÁS DE LOS GARZA NUEVO LEON	Real Anáhuac, San Nicolás de los Garza	$ 1,149,496					No										2			120	3									2						120						
Casa en la Col. Lomas del Gallo Mun Guadalajara - Jalisco / vw119	San Nicolás de los Garza	$ 1,090,000															2			150	3									1						280						
Edificio en venta, Residencial Anahuac, San Nicolas de los Garza, Nuevo Leon	Residencial Anáhuac, San Nicolás de los Garza	$ 6,650,000																																		556						
CASA EN VENTA por la puentes y anahuac PASEO DE LOS ANDES SAN NICOLAS	Paseo de los Andes, San Nicolás de los Garza	$ 3,450,000															4			180	4															360						
CASA EN VENTA uso mixto para demoler remodelar CENTRO DE SAN NICOLAS	San Nicolás de los Garza Centro, San Nicolás de los Garza	$ 4,950,000															3			427	2															388						
Casa - Anahuac	Anáhuac, San Nicolás de los Garza	$ 16,800,000															3			390	3															480						
GS CASA EN VENTA JARDINES DE CASA BLANCA SAN NICOLAS DE LOS GARZA	Jardines de Casa Blanca, San Nicolás de los Garza	$ 1,135,000											3				1			77	2									1						77						
Casa en venta San Nicolas	Anáhuac, San Nicolás de los Garza	$ 20,500,000															5			443	3									2						454						
Casa en Venta en San Nicolás de los Garza Centro	San Nicolás de los Garza Centro, San Nicolás de los Garza	$ 5,800,000															2			583	4															480						
Casa en Venta en San Nicolas de los Garza Nuevo Leon	San Nicolás de los Garza Centro, San Nicolás de los Garza	$ 3,850,000															2			142	3									2												
Casa en venta Torres de Santo Domingo, San Nicolás de los Garza	Torres de Santo Domingo, San Nicolás de los Garza	$ 5,200,000															5			157	4							2010		3												
CASA EN VENTA SAN ISIDRO cerca centro de SAN NICOLAS	San Nicolás de los Garza Centro, San Nicolás de los Garza	$ 2,600,000																		112	3															181						
VENTA DE CASA EN COL ANÁHUAC, SAN NICOLÁS DE LOS GARZA, N.L.	Anáhuac, San Nicolás de los Garza	$ 16,800,000															3			390	3									3						480						
CASA EN VENTA REMATE BANCARIO EN SAN NICOLAS DE LOS GARZA, NL, COL. REAL ANAHUA	Real Anáhuac, San Nicolás de los Garza	$ 1,149,496		True												True	1.5			120	3		True		True					1			True			230		True		True		
CASA EN VENTA EN HEROES DE MEXICO SAN NICOLAS DE LOS GARZA NL	Héroes de México, San Nicolás de los Garza	$ 641,672		True					True								2			130	3			True	True		28/09/22			2		True				280			True	True		
GRAN VENTA DE CASA EN NUEVO LEÓN ( NO SÉ ACEPTA NINGÚN TIPO DE CRÉDITO)	Jardines de Casa Blanca, San Nicolás de los Garza	$ 1,807,400			True												2			150	3									1						155						
A2 BONITA CASA EN RAMATE BANCARIO ATRAVES DE CESION DE DERECHO,FRACC.CASA BLANCA	Jardines de Casa Blanca, San Nicolás de los Garza	$ 1,153,434					No										2			100	3						25/11/22			2						140						
Casa en Venta San Nicolás de los Garza, N.L.	Anáhuac, San Nicolás de los Garza	$ 16,800,000															5			390	3									1						500						
CASA EN CALAMARES, JARDINES DEL MEZQUITAL SAN NICOLAS DE LOS GARZA NL.	Jardines Del Mezquital, San Nicolás de los Garza	$ 825,000					No										2			89	3		True	True	True		28/03/23			2						105						
Casa en Venta en Margarita Salazar	Margarita Rodriguez Salazar CFE, San Nicolás de los Garza	$ 1,950,000															2			200	4															172						
CASA EN VENTA por avenida arturo b de la garza CENTRO DE SAN NICOLAS	San Nicolás de los Garza Centro, San Nicolás de los Garza	$ 7,000,000															4			572	11															252						
Casa en Venta en Jardines de Casa Blanca	Jardines de Casa Blanca, San Nicolás de los Garza	$ 1,045,000															1			120	3									1						120						
GRAN VENTA DE CASA EN NUEVO LEÓN, NO SÉ ACEPTAN CRÉDITOS.	Real Anáhuac, San Nicolás de los Garza	$ 1,184,496							True				5				2			140	3		True							1						120			True			
(LR). Vendo Hermosa y Amplia Casa a 20 Min de la UANL, a Excelente Precio.	Real Anáhuac, San Nicolás de los Garza	$ 1,149,496		True			No	True						True			2			100	3		True		True		30/03/23			2			True			140		True		True		
Casa en venta Hacienda las Fuentes, San Nicolás de los Garza	Hacienda las Fuentes, San Nicolás de los Garza	$ 5,200,000															4			186	4							2008		2						296						
Casa en Venta en Residencial San Cristóbal, San Nicolas	San Cristóbal, San Nicolás de los Garza	$ 2,100,000															2			105	5															175						
¡¡CASA EN REMATE!!CASA EN VENTA VILLA UNIVESIDAD SAN NICOLAS DE LOS GARZA NL EMS	Villa Universidad, San Nicolás de los Garza	$ 387,594					No										2			120	3									2						120						
CASA EN VENTA EN BOSQUES DE ANAHUAC SAN NICOLAS NUEVO LEON -EMS	Bosques de Anáhuac, San Nicolás de los Garza	$ 447,747					No										2			120	3									2						160						
Casa en Venta en Residencial San Nicolás	Residencial San Nicolás, San Nicolás de los Garza	$ 2,050,000															2			105	5									1						150						
CASA EN VENTA EN RETEMA VIVENZA SAN NICOLAS DE LOS GARZA NUEVO LEON	San Nicolás de los Garza	$ 2,616,151															2			110	3									2						180						
VENTA /RENTA PLAZA MISIONES	Las Misiones, San Nicolás de los Garza	$ 1,320,000																		40								2004		2						40						
Casa en Venta, Residencial Roble, San Nicolas de Los Garza, N. L	Residencial El Roble, San Nicolás de los Garza	$ 3,200,000					No										2			158	4									2						198						
Casa en Venta en Hacienda los Morales	Hacienda los Morales, San Nicolás de los Garza	$ 2,050,000															2			105	2									2						140						
Casa en venta Ancestra 1, San Nicolás de los Garza N.L	San Nicolás de los Garza Centro, San Nicolás de los Garza	$ 8,900,000															4			180	3							2010		3						391						
Casa en Venta, Nuevo León, San Nicolás de los Garza.	Hacienda los Morales, San Nicolás de los Garza	$ 885,000															2			120	3									1						180						
Casa en Venta en Casa Bella 2do Sect 1 Etapa	Residencial Casa Bella, San Nicolás de los Garza	$ 2,180,000															3			160	5									2						247						
Casa en Venta en Residencial San Nicolás	Residencial San Nicolás, San Nicolás de los Garza	$ 2,100,000															2			105	2									1						154						
Casa en Venta en Parque la Talaverna	Parque La Talaverna, San Nicolás de los Garza	$ 2,185,000															1			120	3									2						162						
CASA EN VENTA EN ANAHUAC SAN NICOLAS	San Nicolás de los Garza Centro, San Nicolás de los Garza	$ 19,200,000															3			376	3															454						
Se Vende Quinta en Centro de San Nicolás	San Nicolás de los Garza Centro, San Nicolás de los Garza	$ 4,190,000																		171																107						
Casa en venta, Valle de las Flores, San Nicolas de los Garza, Nuevo Leon.	Valle de las Flores, San Nicolás de los Garza	$ 2,990,000															3			179	4							1991								206						
CASA EN VENTA EN HERCULES 126 REAL ANAHAUC SAN NICOLAS DE LOS GARZA	San Nicolás de los Garza Centro, San Nicolás de los Garza	$ 1,395,395																																		160						
Casa en Venta en Anáhuac	Anáhuac, San Nicolás de los Garza	$ 12,490,000															5			390	5									3						459						
CASA DE REMATE BANCARIO EN SAN NICOLAS DE LOS GARZA NO SE ACEPTAN CRÉDITOS	Jardines de Casa Blanca, San Nicolás de los Garza	$ 1,196,500											5				2			140	3									1						140						
Casa en Venta en Paseo Las Palmas	Las Palmas, San Nicolás de los Garza	$ 2,000,000															3			158	3									1						110						
Casa en Venta en San Nicolás de los Garza Centro	San Nicolás de los Garza Centro, San Nicolás de los Garza	$ 2,150,000															3			168	3									1						168						
Casa en Venta en Villas de San Cristóbal	Villas San Cristóbal, San Nicolás de los Garza	$ 2,000,000															2			109	3									1						209						
Casa en venta en Ancestra en San Nicolas de los garza	San Nicolás de los Garza Centro, San Nicolás de los Garza	$ 8,900,000															4			180	3															391						
Casa en Venta en Cumbres Samsara, García, N.L.	Samsara, García	$ 2,350,000			True	True	No	True	True		True			True	True	True	2	True		106	3	True			True	True				1	True				True	124		True	True			
CASA EN VENTA EN DOMINIO CUMBRES	Privalia Cumbres, García	$ 2,665,000					No	True	True		True						3			119	3				True	True	25/01/21			2	True					160		True	True			
Casa en Venta en Garcia, Nuevo Leon.	Lomas Palmeira, García	$ 2,311,000			True	True	No									True	2			123	3						26/04/23		True	2						123		True				
casa Valle de Cumbres Premier	Valle de Cumbres Premier, García	$ 4,900,000					No	True	True					True			4			180	3						09/01/23			2	True		True		True	215						
Casa en Privada Arrezo En Dominio Cumbres	Arezzo Residencial, García	$ 2,300,000			True	True	Sí	True						True	True		2.5			105	3			True	True	True	28/01/23			2	True				True	154		True	True			
Casa En Venta Monterrey Nuevo Leon Fracc ARBOREA Muy Cerca De Avenida Leones	Montenova, García	$ 2,820,000				True	No	True			True	True		True		True	3	True		156	3			True	True	True	14/11/22		True	2	True	True				190		True	True		True	
Casa en Venta Privada del Fresno Zona Cumbres	Las Lomas Sector Jardines, García	$ 2,990,000															2			223	3									2						209						
Casa En Venta Cumbres Nuevo Leon Fracc Altrysa con acabados de lujo	Gran Reserva, García	$ 2,437,000		True	True	True	No	True	True	True	True				True	True	2	True	True	119	3	True		True	True	True	03/02/23			2	True	True	True		True	162			True			
casa en cumbres elite premier	Cumbres Elite Premier, García	$ 5,450,000				True	No	True	True					True			4		True	144	3									2		True	True			278			True	True		
CASA EN VENTA EN ESQUINA FRACC. PRIVADO	García	$ 2,350,000					No										2.5			118	3									2						140						
ETNA. Valle de Cumbres Premier	Valle de Cumbres, García	$ 5,600,000											6.5				3.5			395	3									2						215						
CASA EN VENTA, COLONIA CUMBRES ELITE PREMIER, GARCIA NUEVO LEON	Cumbres Elite Premier, García	$ 5,400,000				True	No	True	True		True			True			4			144	3						28/12/22			2		True	True			300			True	True		
Casa En Venta Monterrey Nuevo Leon Fracc ALTRYSA Muy Cerca De Avenida Leones	Montenova, García	$ 2,426,000				True	No		True					True		True	34	True		200	3			True	True	True	14/11/22			2	True	True	True			210		True	True	True		
2 niveles patio amplio	Valle de Cumbres Premier, García	$ 5,690,813					No										3.5			180	3						15/04/23			2						217						
Casa en Venta Zona Cumbres, Nuevo Leon	Cumbres Elite Premier, García	$ 3,895,000					No										3			136	3						02/02/23			2						231						
CASA A ESTRENAR EN VENTA CUMBRES (PONIENTE)	Montenova, García	$ 3,013,100					No	True									2			112	3					True	09/02/21			2	True					160		True	True			
Casa en Venta en Murano Residencial, Garcia.	Murano, García	$ 2,400,000			True	True	No									True	1			119	3								True	2						119		True				
